center,left,right,steering,throttle,reverse,speed
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_14_549.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_14_549.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_14_549.jpg,-0.04716982,1,0,30.19005
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_14_620.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_14_620.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_14_620.jpg,-0.04716982,1,0,30.19005
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_14_688.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_14_688.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_14_688.jpg,-0.009433962,1,0,30.19013
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_14_755.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_14_755.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_14_755.jpg,0.01886792,1,0,30.18976
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_14_825.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_14_825.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_14_825.jpg,0.01886792,1,0,30.18847
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_14_898.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_14_898.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_14_898.jpg,0.01886792,1,0,30.19043
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_14_965.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_14_965.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_14_965.jpg,0.01886792,1,0,30.19034
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_034.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_034.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_034.jpg,0.01886792,1,0,30.18915
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_103.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_103.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_103.jpg,-0.009433962,1,0,30.19086
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_173.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_173.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_173.jpg,-0.06603774,1,0,30.18938
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_243.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_243.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_243.jpg,-0.0754717,1,0,30.18937
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_312.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_312.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_312.jpg,-0.08490566,1,0,30.18952
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_381.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_381.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_381.jpg,-0.08490566,1,0,30.18978
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_453.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_453.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_453.jpg,-0.08490566,1,0,30.18995
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_521.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_521.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_521.jpg,-0.08490566,1,0,30.19001
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_594.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_594.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_594.jpg,-0.08490566,1,0,30.19001
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_666.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_666.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_666.jpg,-0.08490566,1,0,30.18918
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_732.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_732.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_732.jpg,-0.08490566,1,0,30.19058
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_803.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_803.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_803.jpg,-0.08490566,1,0,30.19034
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_876.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_876.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_876.jpg,-0.08490566,1,0,30.18848
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_15_950.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_15_950.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_15_950.jpg,-0.08490566,1,0,30.19063
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_019.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_019.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_019.jpg,-0.08490566,1,0,30.19038
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_086.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_086.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_086.jpg,-0.08490566,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_159.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_159.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_159.jpg,-0.08490566,1,0,30.1902
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_231.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_231.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_231.jpg,-0.08490566,1,0,30.19016
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_299.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_299.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_299.jpg,-0.08490566,1,0,30.19011
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_371.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_371.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_371.jpg,-0.08490566,1,0,30.19009
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_444.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_444.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_444.jpg,-0.08490566,1,0,30.19005
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_512.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_512.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_512.jpg,-0.08490566,1,0,30.18995
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_587.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_587.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_587.jpg,-0.08490566,1,0,30.18807
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_656.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_656.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_656.jpg,-0.08490566,1,0,30.19036
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_728.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_728.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_728.jpg,-0.08490566,1,0,30.19013
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_797.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_797.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_797.jpg,-0.08490566,1,0,30.18874
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_866.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_866.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_866.jpg,-0.06603774,1,0,30.19092
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_16_933.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_16_933.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_16_933.jpg,-0.05660377,1,0,30.19058
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_000.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_000.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_000.jpg,-0.05660377,1,0,30.19036
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_068.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_068.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_068.jpg,-0.05660377,1,0,30.19027
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_143.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_143.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_143.jpg,-0.05660377,1,0,30.19024
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_212.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_212.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_212.jpg,-0.05660377,1,0,30.19018
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_280.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_280.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_280.jpg,-0.05660377,1,0,30.19014
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_353.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_353.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_353.jpg,-0.05660377,1,0,30.19009
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_426.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_426.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_426.jpg,-0.05660377,1,0,30.19006
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_501.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_501.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_501.jpg,-0.05660377,1,0,30.19001
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_569.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_569.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_569.jpg,-0.05660377,1,0,30.19053
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_643.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_643.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_643.jpg,-0.05660377,1,0,30.19038
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_716.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_716.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_716.jpg,-0.05660377,1,0,30.1897
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_783.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_783.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_783.jpg,-0.05660377,1,0,30.19097
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_851.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_851.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_851.jpg,-0.05660377,1,0,30.19038
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_922.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_922.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_922.jpg,-0.05660377,1,0,30.19057
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_17_993.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_17_993.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_17_993.jpg,-0.05660377,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_062.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_062.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_062.jpg,-0.05660377,1,0,30.19016
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_133.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_133.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_133.jpg,-0.05660377,1,0,30.19021
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_206.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_206.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_206.jpg,-0.05660377,1,0,30.19022
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_278.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_278.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_278.jpg,-0.05660377,1,0,30.19024
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_349.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_349.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_349.jpg,-0.05660377,1,0,30.19021
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_418.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_418.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_418.jpg,-0.05660377,1,0,30.19022
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_494.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_494.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_494.jpg,-0.05660377,1,0,30.19043
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_567.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_567.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_567.jpg,-0.05660377,1,0,30.19016
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_637.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_637.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_637.jpg,-0.05660377,1,0,30.19022
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_707.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_707.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_707.jpg,-0.05660377,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_779.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_779.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_779.jpg,-0.05660377,1,0,30.19023
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_853.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_853.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_853.jpg,-0.05660377,1,0,30.19022
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_923.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_923.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_923.jpg,-0.05660377,1,0,30.19023
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_18_994.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_18_994.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_18_994.jpg,-0.05660377,1,0,30.19022
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_062.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_062.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_062.jpg,-0.05660377,1,0,30.19024
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_134.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_134.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_134.jpg,-0.05660377,1,0,30.19025
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_203.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_203.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_203.jpg,-0.05660377,1,0,30.19022
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_275.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_275.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_275.jpg,-0.06603774,1,0,30.1901
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_344.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_344.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_344.jpg,-0.06603774,1,0,30.19011
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_414.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_414.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_414.jpg,-0.06603774,1,0,30.19016
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_486.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_486.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_486.jpg,-0.06603774,1,0,30.1902
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_561.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_561.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_561.jpg,-0.06603774,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_628.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_628.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_628.jpg,-0.06603774,1,0,30.19019
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_695.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_695.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_695.jpg,-0.0754717,1,0,30.19005
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_765.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_765.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_765.jpg,-0.1320755,1,0,30.18794
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_19_839.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_19_839.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_19_839.jpg,-0.1320755,1,0,30.18889
